claim_id,product_category,product_age_months,warranty_period_months,receipt_available,serial_number_valid,damage_type,repair_history,purchase_price,claim_amount,days_since_purchase,claim_status
363,Tablet,38,12,1,0,Screen Damage,3,602,218.09,1138,Manual Review
364,Camera,45,24,1,0,Software Failure,1,592,583.75,1348,Manual Review
365,Headphones,35,24,0,0,Unknown,1,462,105.11,1053,Invalid
366,Headphones,9,36,0,0,Battery Failure,0,333,191.29,274,Manual Review
367,Smartphone,10,36,0,0,Screen Damage,1,1313,707.81,296,Manual Review
368,Tablet,22,24,1,0,Water Damage,0,173,134.31,666,Manual Review
369,Washing Machine,33,36,1,1,Electrical Failure,0,826,686.6,995,Valid
370,Headphones,8,12,1,1,Electrical Failure,1,389,209.82,245,Valid
371,Smartphone,39,12,0,1,Software Failure,4,949,719.91,1165,Manual Review
372,Headphones,55,36,1,1,Physical Damage,3,479,372.59,1640,Invalid
373,Washing Machine,35,24,1,0,Physical Damage,1,1666,810.2,1045,Invalid
374,Refrigerator,20,36,1,1,Software Failure,0,2229,1183.3,601,Valid
375,Camera,10,12,1,1,Battery Failure,0,1047,779.34,308,Valid
376,Refrigerator,1,12,1,1,Electrical Failure,0,1472,337.48,34,Valid
377,Smartphone,40,12,0,0,Unknown,4,1362,523.69,1200,Invalid
378,Headphones,58,36,0,0,Unknown,4,428,165.58,1730,Invalid
379,Tablet,39,24,1,1,Physical Damage,2,147,131.35,1177,Invalid
380,Camera,2,36,1,1,Software Failure,2,2434,807.45,59,Valid
381,Tablet,39,24,0,0,Physical Damage,1,403,154.15,1174,Invalid
382,Headphones,54,36,1,1,Unknown,4,273,150.1,1615,Invalid
383,Headphones,1,24,1,1,Software Failure,0,382,316.11,40,Valid
384,Headphones,12,12,1,1,Water Damage,1,209,185.7,360,Manual Review
385,TV,22,12,1,1,Manufacturing Defect,4,1949,1859.05,658,Manual Review
386,Tablet,44,24,0,1,Battery Failure,2,1097,362.68,1310,Manual Review
387,Camera,36,12,1,1,Electrical Failure,1,1838,854.4,1083,Manual Review
388,Headphones,4,12,1,1,Software Failure,2,213,119.25,119,Valid
389,Refrigerator,32,36,1,1,Unknown,0,1844,1850.58,969,Manual Review
390,Washing Machine,48,36,1,1,Unknown,0,469,511.21,1434,Manual Review
391,Headphones,34,12,0,0,Screen Damage,1,471,476.15,1020,Manual Review
392,Tablet,60,36,1,0,Unknown,1,833,532.78,1803,Invalid
393,Smartphone,10,24,1,1,Electrical Failure,1,1106,869.97,293,Valid
394,Washing Machine,20,24,0,1,Physical Damage,1,1736,290.89,602,Manual Review
395,Refrigerator,47,24,1,0,Physical Damage,2,462,318.57,1402,Invalid
396,Tablet,57,24,0,0,Water Damage,0,1043,1076.77,1714,Manual Review
397,Tablet,26,12,1,0,Physical Damage,1,429,176.44,790,Invalid
398,Refrigerator,11,24,1,1,Manufacturing Defect,0,2277,1359.2,338,Valid
399,Refrigerator,50,36,0,0,Physical Damage,3,2236,1471.31,1490,Invalid
400,Headphones,50,36,1,1,Physical Damage,3,40,26.27,1508,Invalid
401,Washing Machine,1,12,1,1,Electrical Failure,2,993,745.55,25,Valid
402,Laptop,30,24,0,1,Water Damage,2,2579,2318.67,903,Invalid
403,Smartphone,45,36,0,1,Physical Damage,2,1397,927.19,1360,Invalid
404,Headphones,5,12,1,1,Battery Failure,0,384,59.23,148,Valid
405,Headphones,43,24,1,1,Electrical Failure,0,267,115.75,1280,Manual Review
406,Washing Machine,47,24,0,0,Physical Damage,1,767,214.34,1404,Invalid
407,Tablet,22,36,1,1,Software Failure,2,608,190.57,653,Valid
408,Laptop,47,12,0,0,Battery Failure,4,535,580.97,1400,Manual Review
409,Laptop,22,24,1,1,Software Failure,0,697,84.05,655,Valid
410,Refrigerator,7,36,1,1,Battery Failure,1,642,573.94,220,Valid
411,Tablet,6,36,1,1,Electrical Failure,2,871,535.49,180,Valid
412,Camera,4,36,0,0,Manufacturing Defect,1,339,332.0,110,Manual Review
413,Tablet,8,12,1,1,Battery Failure,0,533,398.03,234,Valid
414,TV,53,36,0,0,Water Damage,1,542,287.66,1594,Invalid
415,Tablet,49,36,1,1,Water Damage,1,771,395.65,1466,Invalid
416,Headphones,8,36,1,1,Software Failure,0,312,104.38,250,Valid
417,Refrigerator,25,24,0,1,Water Damage,4,2214,659.17,741,Invalid
418,Headphones,2,24,1,1,Software Failure,2,279,31.41,67,Valid
419,Camera,30,36,1,1,Electrical Failure,2,247,159.12,893,Valid
420,Laptop,12,12,1,1,Electrical Failure,0,1214,256.92,353,Valid
421,Headphones,58,12,0,1,Water Damage,4,325,114.62,1732,Invalid
422,Refrigerator,58,24,0,1,Unknown,1,1404,671.06,1732,Invalid
423,TV,26,36,1,0,Water Damage,1,633,620.61,780,Manual Review
424,Smartphone,5,36,1,1,Battery Failure,2,688,617.78,142,Valid
425,Laptop,13,12,1,0,Manufacturing Defect,3,2328,550.75,395,Manual Review
426,Refrigerator,10,12,1,1,Electrical Failure,0,2456,1568.55,291,Valid
427,Tablet,15,12,0,0,Water Damage,2,642,252.73,458,Invalid
428,Camera,43,12,0,0,Unknown,2,276,87.03,1298,Invalid
429,Tablet,34,12,0,1,Physical Damage,4,172,106.04,1025,Invalid
430,Camera,11,24,1,0,Manufacturing Defect,3,309,48.99,334,Manual Review
431,TV,23,36,1,1,Manufacturing Defect,0,1352,670.48,700,Valid
432,Smartphone,5,24,1,0,Battery Failure,0,956,621.77,160,Manual Review
433,Headphones,51,36,1,0,Unknown,4,127,70.28,1537,Invalid
434,Headphones,51,24,0,0,Battery Failure,2,418,317.76,1523,Manual Review
435,Tablet,29,36,1,1,Manufacturing Defect,1,846,542.36,867,Valid
436,Washing Machine,22,12,0,1,Unknown,3,978,817.91,651,Invalid
437,Refrigerator,25,12,0,0,Water Damage,1,1493,872.63,759,Invalid
438,Smartphone,60,12,0,0,Unknown,3,492,84.61,1809,Invalid
439,Headphones,22,24,1,1,Software Failure,2,82,8.68,661,Valid
440,Smartphone,57,36,0,0,Physical Damage,1,753,400.55,1704,Invalid
441,Washing Machine,58,36,0,0,Unknown,2,783,148.41,1746,Invalid
442,Refrigerator,37,24,0,0,Water Damage,3,852,519.31,1119,Invalid
443,Camera,49,36,0,1,Battery Failure,3,1132,318.7,1475,Manual Review
444,Washing Machine,15,12,0,0,Software Failure,1,430,253.32,459,Manual Review
445,Camera,40,24,0,1,Battery Failure,4,2252,791.44,1205,Manual Review
446,Laptop,37,36,1,0,Unknown,1,1745,1531.47,1112,Invalid
447,Smartphone,58,12,0,1,Electrical Failure,4,1219,1263.46,1750,Manual Review
448,Camera,31,24,0,1,Unknown,3,1655,502.93,922,Invalid
449,TV,55,36,0,0,Physical Damage,2,1160,208.84,1659,Invalid
450,Laptop,53,24,0,0,Physical Damage,4,447,56.45,1597,Invalid
451,Smartphone,31,36,1,1,Electrical Failure,2,1284,721.75,921,Valid
452,Washing Machine,23,24,1,1,Software Failure,1,1656,1417.79,697,Valid
453,Smartphone,2,24,1,1,Electrical Failure,1,867,385.42,57,Valid
454,Camera,23,36,1,1,Screen Damage,1,660,574.42,689,Manual Review
455,Tablet,28,36,1,1,Battery Failure,0,307,112.02,836,Valid
456,Camera,27,36,1,0,Electrical Failure,4,1342,477.11,803,Manual Review
457,Headphones,11,12,1,1,Battery Failure,1,396,132.06,328,Valid
458,Laptop,32,24,1,0,Physical Damage,3,1480,807.64,951,Invalid
459,Laptop,38,36,1,0,Physical Damage,3,2747,400.98,1135,Invalid
460,Camera,14,24,1,1,Software Failure,1,421,268.89,430,Valid
461,Headphones,34,36,1,1,Electrical Failure,0,479,365.59,1027,Valid
462,Headphones,5,12,1,1,Manufacturing Defect,1,341,300.58,143,Manual Review
463,Laptop,32,24,0,0,Physical Damage,2,1456,1040.1,969,Invalid
464,Headphones,11,24,1,1,Software Failure,0,304,117.54,326,Valid
465,TV,31,24,1,1,Water Damage,4,1793,1156.76,929,Invalid
466,TV,18,12,1,1,Physical Damage,1,1976,1042.34,530,Invalid
467,Refrigerator,3,12,1,0,Electrical Failure,3,1821,602.25,95,Manual Review
468,Tablet,45,36,1,0,Physical Damage,2,457,268.91,1341,Invalid
469,TV,6,36,1,1,Physical Damage,1,1009,958.34,179,Manual Review
470,Smartphone,53,24,1,0,Water Damage,4,470,56.08,1583,Manual Review
471,Smartphone,54,24,0,1,Physical Damage,2,858,516.04,1630,Invalid
472,Tablet,40,36,0,1,Water Damage,3,245,179.82,1207,Invalid
473,Washing Machine,34,12,0,0,Unknown,2,1427,877.11,1022,Invalid
474,Washing Machine,57,24,0,1,Physical Damage,1,1080,638.21,1714,Invalid
475,Camera,34,36,0,1,Screen Damage,2,615,384.19,1010,Manual Review
476,Headphones,2,24,1,1,Battery Failure,1,391,127.53,64,Valid
477,Laptop,3,12,1,1,Electrical Failure,2,2631,2202.03,94,Valid
478,Laptop,1,36,1,1,Manufacturing Defect,1,2094,1436.63,25,Valid
479,Headphones,36,36,1,1,Electrical Failure,1,113,87.02,1078,Valid
480,Headphones,41,24,0,0,Screen Damage,1,139,146.41,1235,Manual Review
481,Washing Machine,20,24,1,1,Manufacturing Defect,1,1480,373.05,591,Valid
482,Washing Machine,57,36,1,0,Battery Failure,2,1371,888.43,1711,Manual Review
483,Refrigerator,7,36,0,0,Software Failure,3,1140,428.8,217,Manual Review
484,Smartphone,14,24,1,0,Screen Damage,2,1431,1541.32,423,Manual Review
485,Laptop,44,36,0,0,Physical Damage,4,2881,1220.27,1320,Invalid
486,Tablet,8,24,1,0,Battery Failure,2,563,268.3,241,Manual Review
487,Tablet,42,36,1,1,Unknown,3,443,300.95,1260,Invalid
488,TV,9,24,1,1,Screen Damage,0,512,153.68,275,Manual Review
489,TV,6,24,0,0,Software Failure,0,2155,2176.48,182,Manual Review
490,Headphones,9,12,1,1,Software Failure,0,450,290.06,261,Valid
491,Washing Machine,10,12,1,1,Battery Failure,2,1417,345.67,307,Valid
492,Camera,14,24,1,1,Software Failure,1,219,28.51,416,Valid
493,Washing Machine,29,24,0,1,Screen Damage,3,1158,601.01,860,Manual Review
494,TV,56,12,0,0,Unknown,1,660,456.5,1677,Invalid
495,Smartphone,57,24,0,0,Unknown,4,1081,808.34,1703,Invalid
496,TV,3,12,1,1,Manufacturing Defect,1,907,742.78,94,Valid
497,Laptop,31,12,1,0,Water Damage,4,2382,2099.23,923,Invalid
498,Laptop,2,12,1,1,Battery Failure,1,2138,1166.47,66,Valid
499,Camera,58,36,0,0,Water Damage,1,1335,963.45,1742,Invalid
500,Headphones,19,36,1,1,Software Failure,0,303,88.27,575,Valid
501,TV,32,36,0,1,Manufacturing Defect,2,867,700.71,969,Manual Review
502,TV,29,24,1,0,Water Damage,1,1859,1329.85,866,Invalid
503,TV,58,36,1,0,Physical Damage,2,580,435.16,1744,Invalid
504,Refrigerator,4,36,1,1,Manufacturing Defect,0,1264,394.01,112,Valid
505,Laptop,26,36,1,0,Battery Failure,2,1534,183.15,777,Manual Review
506,Headphones,20,36,0,0,Software Failure,0,115,28.74,594,Manual Review
507,Refrigerator,51,36,1,1,Electrical Failure,2,1893,1552.34,1530,Manual Review
508,Headphones,4,12,1,1,Software Failure,0,404,300.89,113,Valid
509,Laptop,15,36,1,1,Electrical Failure,2,2715,1707.59,446,Valid
510,Smartphone,20,24,1,1,Screen Damage,2,1365,1453.85,594,Manual Review
511,Camera,47,24,0,0,Water Damage,2,1214,349.26,1409,Invalid
512,Camera,11,12,1,1,Battery Failure,1,542,188.58,336,Valid
513,Tablet,7,12,1,1,Electrical Failure,2,579,256.72,202,Valid
514,Washing Machine,34,24,1,0,Software Failure,2,1376,902.12,1025,Manual Review
515,Headphones,46,24,0,1,Water Damage,3,188,99.77,1380,Manual Review
516,Laptop,46,36,1,0,Software Failure,2,2153,966.55,1372,Manual Review
517,Headphones,55,36,0,0,Physical Damage,4,97,18.13,1646,Invalid
518,Headphones,31,36,1,1,Battery Failure,0,62,41.72,934,Valid
519,Tablet,9,12,1,1,Software Failure,0,759,226.65,270,Valid
520,Washing Machine,1,12,0,1,Water Damage,4,1313,363.85,28,Manual Review
521,Laptop,14,12,1,1,Electrical Failure,0,2929,2650.57,429,Manual Review
522,TV,56,36,1,1,Battery Failure,3,224,33.98,1676,Manual Review
523,Camera,9,36,1,0,Screen Damage,3,1094,1047.91,265,Manual Review
524,Washing Machine,40,24,1,1,Water Damage,0,1606,1390.86,1190,Manual Review
525,Camera,42,12,1,1,Water Damage,1,1635,255.76,1258,Manual Review
526,Tablet,6,36,1,1,Manufacturing Defect,1,915,823.2,185,Valid
527,Laptop,39,36,1,0,Unknown,2,811,432.27,1164,Manual Review
528,Camera,10,12,1,1,Battery Failure,2,362,215.57,303,Valid
529,TV,14,12,0,0,Screen Damage,3,319,72.79,422,Manual Review
530,Smartphone,36,36,1,1,Electrical Failure,2,312,265.56,1074,Valid
531,Tablet,56,12,1,1,Software Failure,3,537,318.75,1676,Manual Review
532,Laptop,2,12,1,1,Battery Failure,2,2116,1581.58,52,Valid
533,Smartphone,46,24,0,0,Water Damage,1,464,341.21,1387,Invalid
534,Laptop,58,12,0,1,Unknown,3,2598,1600.7,1750,Invalid
535,Refrigerator,60,36,0,1,Screen Damage,1,1724,1209.93,1791,Manual Review
536,Headphones,57,36,0,0,Physical Damage,4,48,26.19,1700,Invalid
537,Smartphone,40,24,1,1,Electrical Failure,0,450,52.96,1210,Manual Review
538,Headphones,54,24,0,0,Manufacturing Defect,4,81,84.91,1615,Manual Review
539,Camera,9,24,1,0,Physical Damage,0,1579,1291.53,278,Manual Review
540,TV,60,12,0,0,Water Damage,2,1926,962.38,1810,Invalid
541,TV,29,12,0,0,Unknown,4,1090,749.28,870,Invalid
542,Refrigerator,44,36,1,0,Physical Damage,2,1756,724.91,1318,Manual Review
543,Refrigerator,22,36,1,1,Manufacturing Defect,1,708,150.52,657,Valid
544,Washing Machine,58,24,1,0,Physical Damage,3,1461,300.33,1739,Invalid
545,TV,56,36,1,1,Physical Damage,3,1856,1336.91,1679,Invalid
546,Headphones,15,24,1,1,Manufacturing Defect,2,475,393.91,459,Valid
547,TV,56,12,0,0,Water Damage,4,1250,665.24,1679,Invalid
548,Laptop,22,36,1,0,Electrical Failure,2,762,458.36,655,Manual Review
549,Washing Machine,6,36,1,1,Battery Failure,1,757,526.39,179,Valid
550,Laptop,9,24,1,1,Software Failure,0,2806,921.66,275,Valid
551,Refrigerator,48,12,0,0,Physical Damage,4,1805,708.89,1445,Invalid
552,TV,15,36,1,1,Manufacturing Defect,0,441,124.87,441,Valid
553,Headphones,28,36,0,0,Water Damage,0,142,27.29,848,Manual Review
554,Camera,12,24,0,1,Unknown,4,704,313.9,355,Manual Review
555,Headphones,54,12,1,1,Physical Damage,2,415,437.79,1625,Manual Review
556,Tablet,48,36,0,0,Water Damage,2,999,874.83,1430,Invalid
557,Camera,16,24,1,1,Battery Failure,1,2457,530.01,476,Valid
558,Headphones,44,36,1,1,Physical Damage,4,309,173.37,1311,Invalid
559,Laptop,14,12,0,1,Manufacturing Defect,4,2117,873.41,419,Manual Review
560,Camera,4,12,1,0,Manufacturing Defect,0,2008,1427.05,110,Manual Review
561,Tablet,19,24,0,1,Unknown,1,301,122.41,573,Manual Review
562,Headphones,14,24,1,1,Manufacturing Defect,1,394,326.14,412,Valid
563,Headphones,18,24,0,1,Water Damage,2,154,113.84,537,Manual Review
564,Washing Machine,54,36,1,1,Battery Failure,3,810,197.37,1623,Manual Review
565,Washing Machine,31,24,1,1,Unknown,2,1625,892.15,927,Invalid
566,Refrigerator,54,36,1,0,Unknown,1,1221,477.92,1614,Invalid
567,Refrigerator,15,12,1,1,Water Damage,1,621,512.51,447,Manual Review
568,Laptop,56,12,0,1,Manufacturing Defect,1,599,123.34,1682,Manual Review
569,Smartphone,40,12,0,1,Electrical Failure,3,147,154.18,1197,Manual Review
570,Camera,2,36,1,1,Software Failure,1,224,191.34,59,Valid
571,Headphones,5,12,1,1,Software Failure,0,89,68.09,144,Valid
572,Laptop,42,36,0,0,Water Damage,3,667,149.0,1263,Invalid
573,Refrigerator,30,24,0,1,Battery Failure,1,2340,252.39,894,Manual Review
574,Camera,51,36,0,0,Water Damage,2,1939,1131.71,1538,Invalid
575,Refrigerator,24,36,1,1,Screen Damage,3,950,1040.66,723,Manual Review
576,Refrigerator,24,36,1,1,Manufacturing Defect,2,2207,1185.34,723,Valid
577,Refrigerator,4,12,1,1,Electrical Failure,0,1878,457.39,110,Valid
578,Smartphone,51,24,1,1,Water Damage,4,810,353.24,1540,Invalid
579,Tablet,31,36,1,1,Battery Failure,0,817,634.24,931,Valid
580,Headphones,58,36,1,0,Battery Failure,0,375,389.18,1745,Manual Review
581,Refrigerator,42,24,0,0,Unknown,0,1888,1486.24,1269,Manual Review
582,Refrigerator,3,12,1,1,Software Failure,2,865,602.5,95,Valid
583,Laptop,15,36,1,1,Software Failure,0,2837,2290.56,457,Valid
584,Laptop,3,12,1,1,Battery Failure,1,925,615.25,82,Valid
585,TV,8,12,1,1,Battery Failure,1,2375,2114.5,249,Valid
586,Tablet,48,12,0,0,Unknown,4,777,223.47,1430,Invalid
587,Laptop,29,12,0,0,Physical Damage,1,2965,3093.91,865,Manual Review
588,Headphones,53,24,0,1,Physical Damage,1,439,263.32,1599,Invalid
589,Refrigerator,60,12,0,1,Manufacturing Defect,4,1217,1194.44,1799,Manual Review
590,Headphones,25,36,1,1,Software Failure,0,91,93.57,756,Manual Review
591,TV,59,36,0,0,Unknown,2,2000,1277.64,1763,Invalid
592,Laptop,41,12,1,0,Physical Damage,2,1198,915.62,1239,Invalid
593,Smartphone,32,12,0,1,Unknown,1,1013,875.27,967,Manual Review
594,TV,32,24,0,0,Manufacturing Defect,2,229,144.79,951,Manual Review
595,TV,60,36,1,1,Manufacturing Defect,4,654,370.31,1798,Manual Review
596,Headphones,60,36,1,1,Physical Damage,3,495,186.98,1807,Invalid
597,Washing Machine,35,36,1,0,Unknown,3,1469,1360.24,1044,Manual Review
598,Smartphone,48,12,0,0,Battery Failure,4,1114,232.96,1450,Manual Review
599,Smartphone,40,24,0,0,Unknown,0,858,101.39,1210,Manual Review
600,Washing Machine,19,12,0,0,Water Damage,4,1244,581.39,574,Manual Review
601,Tablet,31,36,1,1,Battery Failure,1,933,235.42,923,Valid
602,Washing Machine,52,24,0,0,Physical Damage,2,753,504.33,1570,Invalid
603,Laptop,4,12,1,1,Software Failure,0,843,484.68,126,Valid
604,Camera,31,36,1,1,Manufacturing Defect,2,238,157.62,922,Valid
605,Smartphone,37,24,0,0,Water Damage,3,943,530.87,1120,Invalid
606,Camera,38,24,1,1,Physical Damage,1,861,595.25,1148,Invalid
607,Smartphone,50,36,1,1,Software Failure,3,901,673.25,1498,Manual Review
608,Refrigerator,60,24,0,0,Unknown,1,1549,1219.02,1794,Invalid
609,Tablet,29,24,0,0,Unknown,1,773,93.36,863,Invalid
610,Refrigerator,10,12,1,1,Electrical Failure,0,844,487.2,301,Valid
611,Camera,38,24,0,1,Manufacturing Defect,4,836,847.3,1138,Manual Review
612,TV,18,36,0,1,Manufacturing Defect,4,635,430.58,550,Manual Review
613,Camera,6,24,1,1,Software Failure,0,1409,1040.47,172,Valid
614,Headphones,35,36,0,0,Unknown,4,226,124.3,1059,Manual Review
615,Headphones,37,36,0,0,Physical Damage,1,225,136.56,1107,Invalid
616,Smartphone,40,24,0,0,Unknown,1,110,33.32,1209,Invalid
617,TV,5,36,1,1,Manufacturing Defect,1,1611,1063.76,157,Valid
618,Smartphone,19,24,0,1,Manufacturing Defect,4,1180,154.93,562,Manual Review
619,Tablet,58,12,1,1,Physical Damage,4,1074,702.27,1736,Invalid
620,Refrigerator,54,36,0,0,Physical Damage,1,1723,768.52,1623,Invalid
621,Camera,7,12,1,1,Battery Failure,0,610,512.36,218,Valid
622,TV,10,12,1,1,Software Failure,1,2310,837.01,302,Valid
623,Laptop,12,24,1,1,Software Failure,1,1615,1027.31,355,Valid
624,Smartphone,39,24,0,0,Water Damage,3,1233,627.62,1178,Invalid
625,Smartphone,19,24,1,1,Software Failure,0,211,82.01,573,Valid
626,Headphones,25,24,0,1,Water Damage,4,327,59.06,751,Invalid
627,Washing Machine,20,24,1,1,Electrical Failure,1,1335,780.1,593,Valid
628,Washing Machine,20,12,1,0,Physical Damage,4,1783,989.81,590,Invalid
629,Washing Machine,27,24,1,0,Software Failure,1,1339,437.7,808,Manual Review
630,Refrigerator,13,12,1,1,Unknown,1,1246,665.39,397,Invalid
631,Tablet,31,24,0,1,Unknown,4,1054,275.67,935,Invalid
632,Laptop,26,24,0,1,Water Damage,4,1763,306.74,771,Invalid
633,Smartphone,48,24,0,1,Electrical Failure,1,652,652.59,1443,Manual Review
634,TV,7,24,0,0,Physical Damage,4,2205,2236.82,209,Manual Review
635,Washing Machine,9,24,1,1,Battery Failure,0,953,550.54,260,Valid
636,Refrigerator,39,24,0,0,Physical Damage,1,793,210.52,1165,Manual Review
637,Washing Machine,45,12,0,1,Water Damage,4,1485,301.47,1356,Manual Review
638,Headphones,52,36,0,0,Unknown,2,127,108.82,1558,Invalid
639,Washing Machine,16,36,0,0,Manufacturing Defect,1,836,865.67,482,Manual Review
640,Headphones,20,24,1,1,Manufacturing Defect,0,39,11.88,594,Valid
641,Refrigerator,32,36,0,0,Physical Damage,0,1728,1529.51,954,Manual Review
642,Laptop,12,24,1,1,Manufacturing Defect,2,1080,152.53,362,Valid
643,Refrigerator,4,12,1,1,Electrical Failure,0,2444,1017.94,130,Valid
644,TV,16,36,1,1,Electrical Failure,2,429,305.12,477,Valid
645,Smartphone,21,12,1,0,Physical Damage,1,1296,1285.05,626,Manual Review
646,Washing Machine,19,36,1,1,Manufacturing Defect,1,1332,613.1,577,Valid
647,Camera,17,24,0,0,Battery Failure,0,1321,1377.07,513,Manual Review
648,Tablet,56,24,0,0,Physical Damage,1,229,70.83,1680,Invalid
649,Refrigerator,45,36,0,0,Unknown,3,1235,868.05,1341,Invalid
650,Refrigerator,45,24,0,1,Unknown,3,931,550.62,1355,Invalid
651,TV,56,24,1,0,Software Failure,3,2118,1300.43,1684,Manual Review
652,Washing Machine,27,36,1,1,Software Failure,0,914,366.67,817,Valid
653,Camera,10,36,1,1,Software Failure,0,717,359.81,308,Valid
654,Headphones,54,12,0,1,Software Failure,2,346,283.65,1612,Manual Review
655,Tablet,58,36,0,0,Unknown,3,582,316.77,1742,Invalid
656,Washing Machine,42,36,1,1,Battery Failure,0,1060,976.98,1252,Manual Review
657,Tablet,50,12,0,0,Physical Damage,3,541,133.34,1505,Invalid
658,TV,57,24,0,0,Water Damage,1,468,125.72,1720,Invalid
659,Laptop,20,36,0,0,Software Failure,1,1086,774.45,595,Manual Review
660,TV,22,24,1,1,Manufacturing Defect,2,329,57.51,662,Valid
661,Refrigerator,3,12,1,1,Battery Failure,1,760,154.68,93,Valid
662,Tablet,13,36,1,1,Screen Damage,3,1101,594.65,384,Manual Review
663,Refrigerator,12,36,1,1,Manufacturing Defect,2,1780,1304.05,368,Valid
664,Headphones,17,12,1,1,Unknown,1,198,100.16,520,Manual Review
665,Camera,33,36,0,1,Unknown,4,2380,1566.77,999,Manual Review
666,Washing Machine,19,24,1,1,Software Failure,0,947,748.05,565,Valid
667,Washing Machine,22,12,0,0,Physical Damage,1,1412,672.28,656,Invalid
668,Tablet,15,24,1,1,Manufacturing Defect,1,119,58.03,446,Valid
669,Washing Machine,1,24,1,1,Electrical Failure,1,1094,791.33,37,Valid
670,Washing Machine,16,12,1,0,Physical Damage,3,1472,1014.92,484,Invalid
671,Refrigerator,52,36,0,0,Battery Failure,1,1711,373.38,1565,Manual Review
672,Headphones,23,36,0,0,Software Failure,2,179,125.42,694,Manual Review
673,Headphones,49,24,0,1,Unknown,2,420,88.54,1480,Invalid
674,Smartphone,26,36,1,1,Electrical Failure,2,386,261.33,790,Valid
675,Headphones,11,36,1,1,Manufacturing Defect,1,293,184.91,339,Valid
676,Smartphone,22,12,1,1,Water Damage,2,221,46.73,660,Manual Review
677,Laptop,9,12,1,1,Battery Failure,1,2158,856.31,277,Valid
678,TV,9,24,1,1,Electrical Failure,1,246,76.07,271,Valid
679,Headphones,19,12,1,1,Water Damage,1,289,53.27,580,Invalid
680,Laptop,2,36,1,0,Unknown,4,2531,454.98,68,Manual Review
681,Laptop,54,24,0,1,Water Damage,0,785,737.95,1616,Manual Review
682,TV,55,36,0,1,Physical Damage,3,1402,1438.78,1652,Manual Review
683,Tablet,40,12,0,1,Manufacturing Defect,1,1029,625.19,1195,Manual Review
684,Tablet,53,12,0,0,Unknown,4,246,40.17,1590,Invalid
685,Smartphone,11,36,1,1,Manufacturing Defect,1,1137,480.62,336,Valid
686,Camera,52,12,1,0,Unknown,1,1579,503.21,1568,Invalid
687,Tablet,60,12,1,0,Physical Damage,1,977,315.85,1798,Invalid
688,Smartphone,45,24,1,0,Physical Damage,1,1251,920.43,1350,Manual Review
689,TV,48,36,1,1,Water Damage,0,993,830.66,1433,Manual Review
690,Washing Machine,53,12,1,0,Unknown,1,818,396.72,1589,Invalid
691,Washing Machine,40,12,1,0,Electrical Failure,1,1125,715.57,1206,Manual Review
692,Headphones,21,36,0,0,Software Failure,4,450,399.63,638,Manual Review
693,Laptop,59,12,0,1,Unknown,3,2016,522.15,1770,Invalid
694,Laptop,56,36,1,0,Unknown,2,2981,1899.43,1680,Invalid
695,Headphones,45,36,1,1,Water Damage,3,52,32.5,1354,Invalid
696,Washing Machine,1,24,1,1,Manufacturing Defect,1,929,270.86,27,Valid
697,Refrigerator,18,36,1,1,Software Failure,1,1828,854.04,536,Valid
698,TV,29,24,0,1,Battery Failure,4,725,249.73,875,Manual Review
699,Refrigerator,13,36,1,1,Water Damage,0,984,449.28,399,Manual Review
700,Refrigerator,8,36,1,1,Battery Failure,0,2013,802.3,240,Valid
701,Refrigerator,56,12,1,0,Physical Damage,3,578,466.47,1677,Invalid
702,Headphones,59,24,0,1,Physical Damage,2,387,205.66,1778,Invalid
703,Smartphone,48,12,0,0,Electrical Failure,1,1340,1055.17,1443,Manual Review
704,Washing Machine,52,36,1,0,Software Failure,4,1429,1091.59,1552,Manual Review
705,Camera,12,24,0,0,Unknown,2,2354,602.41,360,Manual Review
706,Smartphone,39,36,0,1,Physical Damage,1,707,311.59,1168,Invalid
707,Smartphone,44,12,0,1,Physical Damage,4,679,558.3,1318,Invalid
708,Smartphone,39,12,0,1,Software Failure,1,875,914.6,1172,Manual Review
709,Tablet,25,36,1,1,Battery Failure,0,470,359.59,759,Valid
710,TV,4,24,1,1,Battery Failure,1,227,195.01,120,Valid
711,Smartphone,22,12,0,1,Physical Damage,1,231,71.72,661,Invalid
712,Laptop,11,12,1,1,Electrical Failure,0,2950,1740.92,338,Valid
713,Refrigerator,42,12,1,1,Water Damage,4,1890,948.28,1257,Invalid
714,Laptop,8,36,1,1,Manufacturing Defect,2,2370,620.29,247,Valid
715,Laptop,56,24,1,0,Battery Failure,0,1082,734.99,1687,Manual Review
716,Smartphone,24,12,0,0,Water Damage,4,492,88.07,728,Invalid
717,Headphones,40,36,0,1,Unknown,1,462,142.12,1208,Invalid
718,Tablet,23,24,1,1,Battery Failure,1,1162,948.12,682,Valid
719,TV,60,24,0,1,Unknown,0,1657,173.51,1799,Manual Review
720,Headphones,21,24,0,1,Manufacturing Defect,0,158,105.33,626,Manual Review
721,Smartphone,16,24,1,1,Manufacturing Defect,2,892,789.27,478,Valid
722,Headphones,18,24,1,1,Manufacturing Defect,0,250,51.79,538,Valid
723,Tablet,9,24,1,1,Software Failure,0,170,100.52,279,Valid
724,Laptop,44,24,1,1,Unknown,4,2227,635.49,1317,Invalid
725,Laptop,35,36,1,1,Software Failure,0,1819,1470.47,1051,Valid
